Número,Mov,Facção,Transporte,Nome Transp,Unitário,Desc Período OP,Ord Setor,Ficha,Local Produto,Tipo OP,Desc Tipo OP,Fac Operadores,Família,Desc Família,Grupo Família,Desc Grupo Família,Grupo Fac,Desc Grupo Fac,Grupo Setor,Desc Grupo Setor,Pedidos Prog,Nota Remessa,Descrição do Local,Retorno das Peças,Dt Limite,Dt Entrega,Marca,Desc Marca,Descrição Facção,Código,Produto Descrição,Parte,Desc Parte,Estoque,Etiqueta,Desc Etiqueta,Cor,Desc Cor,Tamanho,Ord Tam,Qtde Original,Qtde,Qtde Segunda,Qtde Incompleta,Qtde Faltante,Data Saída,Data Retorno,Fluxo,Desc Fluxo,Setor,Obs,Desc Setor,Tabela Preço,UN,Produto Status,Cliente Ped,Ped Cliente,RIS,Pedido,Pedido Codcli,Dt Fatura Ped,Ped Período,Ped Desc Período,Cliente Telefone,Cliente Consumos,Observação OF2,Dt Prevista,Grupo Cli,Desc Grupo Cli,Dt Prev Mov,Dias Fatura,Dias Retorno,Dias Parado,Qtde Pend,Preço Custo,Preço,Tempo,Tempo Total,Perc,Tab Cli Preço,Preço Padrão,Período OP,Coleção,Desc Coleção,Linha,Desc Linha,Soma Peças,Reprocesso,Opções,Produto Custo,Observação,Descrição2,Peso Talhado,Índice,Grupo Prod,Desc Grupo Prod,Comp1,Comp2,Preço Produto,Entrega,Qtde Estampa,Preço Inv,Cidade,Endereço,Número End,Bairro,Fantasia,Dias,Dt Inicio,Dt Final,Tab Observação,Posse,Setor Reprocesso,Desc Reprocesso,Prog Setor,Dias Semana,Codigo2,Preço OP,Cliente Cnpj,Local
078066,1,05045,433,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA EM RECUPERACAO JUDICIAL,01.14.00.7490A,KIT SHORTS,02,I-SHORTS / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,2,11,536,0,0,0,0,31/08/2026,9/18/2026,903,PCP/TINTURARIA/ROTATIVO/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3330-6006,0,,,0030,C&A MODAS,14/09/2026,75,3,15,536,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,BLUMENAU,R ALBERTO LOBE,130,VELHA CENTRAL,,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,76.541.317/0002-88,
078066,1,05045,433,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA EM RECUPERACAO JUDICIAL,01.14.00.7490A,KIT SHORTS,02,I-SHORTS / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,3,12,803,0,0,0,0,31/08/2026,9/18/2026,903,PCP/TINTURARIA/ROTATIVO/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3330-6006,0,,,0030,C&A MODAS,14/09/2026,75,3,15,803,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,BLUMENAU,R ALBERTO LOBE,130,VELHA CENTRAL,,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,76.541.317/0002-88,
078066,1,05045,433,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA EM RECUPERACAO JUDICIAL,01.14.00.7490A,KIT SHORTS,02,I-SHORTS / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,4,13,536,0,0,0,0,31/08/2026,9/18/2026,903,PCP/TINTURARIA/ROTATIVO/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3330-6006,0,,,0030,C&A MODAS,14/09/2026,75,3,15,536,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,BLUMENAU,R ALBERTO LOBE,130,VELHA CENTRAL,,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,76.541.317/0002-88,
078066,1,05045,433,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,LANCASTER BENEFICIAMENTOS TEXTEIS LTDA EM RECUPERACAO JUDICIAL,01.14.00.7490A,KIT SHORTS,02,I-SHORTS / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,5,58,536,0,0,0,0,31/08/2026,9/18/2026,903,PCP/TINTURARIA/ROTATIVO/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3330-6006,0,,,0030,C&A MODAS,14/09/2026,75,3,15,536,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,BLUMENAU,R ALBERTO LOBE,130,VELHA CENTRAL,,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,76.541.317/0002-88,
078066,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,MULTICOLOR TEXTIL LTDA.,01.14.00.7490A,KIT SHORTS,C6,I-SHORTS CONJUNTO / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,1,10,268,0,0,0,0,31/08/2026,9/18/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,22/09/2026,75,3,15,268,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,80.666.324/0001-00,
078066,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,MULTICOLOR TEXTIL LTDA.,01.14.00.7490A,KIT SHORTS,C6,I-SHORTS CONJUNTO / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,2,11,536,0,0,0,0,31/08/2026,9/18/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,22/09/2026,75,3,15,536,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,80.666.324/0001-00,
078066,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,MULTICOLOR TEXTIL LTDA.,01.14.00.7490A,KIT SHORTS,C6,I-SHORTS CONJUNTO / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,3,12,803,0,0,0,0,31/08/2026,9/18/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,22/09/2026,75,3,15,803,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,80.666.324/0001-00,
078066,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,MULTICOLOR TEXTIL LTDA.,01.14.00.7490A,KIT SHORTS,C6,I-SHORTS CONJUNTO / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,4,13,536,0,0,0,0,31/08/2026,9/18/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,22/09/2026,75,3,15,536,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,80.666.324/0001-00,
078066,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 48 - 2026,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,07/02/2027,00/01/1900,85,SEM LICENSA C&A,MULTICOLOR TEXTIL LTDA.,01.14.00.7490A,KIT SHORTS,C6,I-SHORTS CONJUNTO / BOTTON,S,CXA,CXA - FEIRA SUMMER II 2025 ( PROD. AS E BS),6462,AZUL MARINHO,5,58,536,0,0,0,0,31/08/2026,9/18/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109271,109271,062057,05461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,22/09/2026,75,3,15,536,,,0,0,0,0,0,2648,92,T52B - BBO,17,CABIDE,N,N,SSNN,0,,,0,0,C13,KIT SHORTS (BOTTON),"core tons 16936-3------------Rot 1 cor pig R$ 18,50 processo completo (LISTRAS)",,"32,85",29/11/2026,0,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,31/08/2026,11/1/2026,,1,,,2642,0,,0,80.666.324/0001-00,
078106,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 46 - 2026,3,03/03,9 lcc,0,OP PRODUÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,14/02/2027,00/01/1900,146,LICENÇAS VARIADAS,MULTICOLOR TEXTIL LTDA.,01.13.42.0520,TOP CURTO / 2026-2-2884,01,S-BLUSA / TOP,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,02,AMARELO,1,10,125,0,0,0,0,03/09/2026,9/23/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,GRADE: TAM 1/3/4 - 3X 6X 6X -- TAM 2/5 - 2X 2X,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92278,92278,061594,05461,15/11/2026,2646,11 - SEM 46 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,06/10/2026,61,8,12,125,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,9762",,B07,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 26/03,9 cores + 1 glitter,"14,5",15/11/2026,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,03/09/2026,11/15/2026,,1,,,2643,0,,0,80.666.324/0001-00,
078106,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 46 - 2026,3,03/03,9 lcc,0,OP PRODUÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,14/02/2027,00/01/1900,146,LICENÇAS VARIADAS,MULTICOLOR TEXTIL LTDA.,01.13.42.0520,TOP CURTO / 2026-2-2884,01,S-BLUSA / TOP,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,02,AMARELO,2,11,211,0,0,0,0,03/09/2026,9/23/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,GRADE: TAM 1/3/4 - 3X 6X 6X -- TAM 2/5 - 2X 2X,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92278,92278,061594,05461,15/11/2026,2646,11 - SEM 46 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,06/10/2026,61,8,12,211,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,9762",,B07,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 26/03,9 cores + 1 glitter,"14,5",15/11/2026,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,03/09/2026,11/15/2026,,1,,,2643,0,,0,80.666.324/0001-00,
078106,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 46 - 2026,3,03/03,9 lcc,0,OP PRODUÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,14/02/2027,00/01/1900,146,LICENÇAS VARIADAS,MULTICOLOR TEXTIL LTDA.,01.13.42.0520,TOP CURTO / 2026-2-2884,01,S-BLUSA / TOP,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,02,AMARELO,3,12,238,0,0,0,0,03/09/2026,9/23/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,GRADE: TAM 1/3/4 - 3X 6X 6X -- TAM 2/5 - 2X 2X,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92278,92278,061594,05461,15/11/2026,2646,11 - SEM 46 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,06/10/2026,61,8,12,238,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,9762",,B07,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 26/03,9 cores + 1 glitter,"14,5",15/11/2026,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,03/09/2026,11/15/2026,,1,,,2643,0,,0,80.666.324/0001-00,
078106,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 46 - 2026,3,03/03,9 lcc,0,OP PRODUÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,14/02/2027,00/01/1900,146,LICENÇAS VARIADAS,MULTICOLOR TEXTIL LTDA.,01.13.42.0520,TOP CURTO / 2026-2-2884,01,S-BLUSA / TOP,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,02,AMARELO,4,13,235,0,0,0,0,03/09/2026,9/23/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,GRADE: TAM 1/3/4 - 3X 6X 6X -- TAM 2/5 - 2X 2X,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92278,92278,061594,05461,15/11/2026,2646,11 - SEM 46 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,06/10/2026,61,8,12,235,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,9762",,B07,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 26/03,9 cores + 1 glitter,"14,5",15/11/2026,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,03/09/2026,11/15/2026,,1,,,2643,0,,0,80.666.324/0001-00,
078106,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,11 - SEM 46 - 2026,3,03/03,9 lcc,0,OP PRODUÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,14/02/2027,00/01/1900,146,LICENÇAS VARIADAS,MULTICOLOR TEXTIL LTDA.,01.13.42.0520,TOP CURTO / 2026-2-2884,01,S-BLUSA / TOP,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,02,AMARELO,5,58,222,0,0,0,0,03/09/2026,9/23/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,GRADE: TAM 1/3/4 - 3X 6X 6X -- TAM 2/5 - 2X 2X,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92278,92278,061594,05461,15/11/2026,2646,11 - SEM 46 - 2026,(47) 3534-4078,0,,,0030,C&A MODAS,06/10/2026,61,8,12,222,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,9762",,B07,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 26/03,9 cores + 1 glitter,"14,5",15/11/2026,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,03/09/2026,11/15/2026,,1,,,2643,0,,0,80.666.324/0001-00,
078164,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,01 - SEM 01 - 2027,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,86,DISNEY C&A,MULTICOLOR TEXTIL LTDA.,01.14.01.3106A,TOP CURTO / 2025-2-3973,01,S-BLUSA / TOP,S,CYAR,CYAR - C&A FEIRA WINTER II 2026 (AS E BS) - REPEATS INCLUSOS NEGOCIAÇÃO,1368,AZUL CLARO,1,10,103,0,0,0,0,14/09/2026,10/2/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,116532,116532,062062,05461,03/01/2027,2701,01 - SEM 01 - 2027,(47) 3534-4078,0,,,0030,C&A MODAS,24/11/2026,110,17,1,103,,,0,0,100,0,0,2701,003,T52A - BBO,30,SORTER,N,N,SSNN,"8,2811",,A18 (ASQ4),0,0,T00,TOP CURTO (TOP),,15/04 - 5 cores,"12,38",03/01/2027,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,14/09/2026,1/3/2027,,1,,,2645,0,,0,80.666.324/0001-00,
078164,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,01 - SEM 01 - 2027,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,86,DISNEY C&A,MULTICOLOR TEXTIL LTDA.,01.14.01.3106A,TOP CURTO / 2025-2-3973,01,S-BLUSA / TOP,S,CYAR,CYAR - C&A FEIRA WINTER II 2026 (AS E BS) - REPEATS INCLUSOS NEGOCIAÇÃO,1368,AZUL CLARO,2,11,206,0,0,0,0,14/09/2026,10/2/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,116532,116532,062062,05461,03/01/2027,2701,01 - SEM 01 - 2027,(47) 3534-4078,0,,,0030,C&A MODAS,24/11/2026,110,17,1,206,,,0,0,100,0,0,2701,003,T52A - BBO,30,SORTER,N,N,SSNN,"8,2811",,A18 (ASQ4),0,0,T00,TOP CURTO (TOP),,15/04 - 5 cores,"12,38",03/01/2027,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,14/09/2026,1/3/2027,,1,,,2645,0,,0,80.666.324/0001-00,
078164,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,01 - SEM 01 - 2027,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,86,DISNEY C&A,MULTICOLOR TEXTIL LTDA.,01.14.01.3106A,TOP CURTO / 2025-2-3973,01,S-BLUSA / TOP,S,CYAR,CYAR - C&A FEIRA WINTER II 2026 (AS E BS) - REPEATS INCLUSOS NEGOCIAÇÃO,1368,AZUL CLARO,3,12,309,0,0,0,0,14/09/2026,10/2/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,116532,116532,062062,05461,03/01/2027,2701,01 - SEM 01 - 2027,(47) 3534-4078,0,,,0030,C&A MODAS,24/11/2026,110,17,1,309,,,0,0,100,0,0,2701,003,T52A - BBO,30,SORTER,N,N,SSNN,"8,2811",,A18 (ASQ4),0,0,T00,TOP CURTO (TOP),,15/04 - 5 cores,"12,38",03/01/2027,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,14/09/2026,1/3/2027,,1,,,2645,0,,0,80.666.324/0001-00,
078164,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,01 - SEM 01 - 2027,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,86,DISNEY C&A,MULTICOLOR TEXTIL LTDA.,01.14.01.3106A,TOP CURTO / 2025-2-3973,01,S-BLUSA / TOP,S,CYAR,CYAR - C&A FEIRA WINTER II 2026 (AS E BS) - REPEATS INCLUSOS NEGOCIAÇÃO,1368,AZUL CLARO,4,13,206,0,0,0,0,14/09/2026,10/2/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,116532,116532,062062,05461,03/01/2027,2701,01 - SEM 01 - 2027,(47) 3534-4078,0,,,0030,C&A MODAS,24/11/2026,110,17,1,206,,,0,0,100,0,0,2701,003,T52A - BBO,30,SORTER,N,N,SSNN,"8,2811",,A18 (ASQ4),0,0,T00,TOP CURTO (TOP),,15/04 - 5 cores,"12,38",03/01/2027,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,14/09/2026,1/3/2027,,1,,,2645,0,,0,80.666.324/0001-00,
078164,1,05157,445,MULTICOLOR TEXTIL LTDA.,0,01 - SEM 01 - 2027,3,,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,04,TINTURARIA,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,86,DISNEY C&A,MULTICOLOR TEXTIL LTDA.,01.14.01.3106A,TOP CURTO / 2025-2-3973,01,S-BLUSA / TOP,S,CYAR,CYAR - C&A FEIRA WINTER II 2026 (AS E BS) - REPEATS INCLUSOS NEGOCIAÇÃO,1368,AZUL CLARO,5,58,206,0,0,0,0,14/09/2026,10/2/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,06,,TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,116532,116532,062062,05461,03/01/2027,2701,01 - SEM 01 - 2027,(47) 3534-4078,0,,,0030,C&A MODAS,24/11/2026,110,17,1,206,,,0,0,100,0,0,2701,003,T52A - BBO,30,SORTER,N,N,SSNN,"8,2811",,A18 (ASQ4),0,0,T00,TOP CURTO (TOP),,15/04 - 5 cores,"12,38",03/01/2027,2,0,AGROLANDIA,AV EDUARDO WILL,500,SAO JOAO,MULTICOLOR,14,14/09/2026,1/3/2027,,1,,,2645,0,,0,80.666.324/0001-00,
